Date,Underlying_Price,Risk_Free_Rate,Dividend_Yield_Continuous,ATM_IV,Skew_90_110,Kurtosis_Wings,Options_Volume
2012-01-26,1317.41,0.006242326586593135,0.021314089895057075,0.14114478501685218,0.11237049826352621,0.08928219537614862,1472
2012-01-27,1319.23,0.00603391244138177,0.02131622886751425,0.13538839964929808,0.11269947456334639,0.09413922378967235,1469
2012-01-30,1310.71,0.005943956582399056,0.021320358693731906,0.14790303096603133,0.11840302238078232,0.0913689684253857,1567
2012-01-31,1312.1,0.005718885889092063,0.021325126607075882,0.1471380307449025,0.12481629486942039,0.08963020199386637,1577
2012-02-01,1325.75,0.00533924958030278,0.021526382923045054,0.1350153454437899,0.10838433081389809,0.09950052600690992,1550
2012-02-02,1326.59,0.005276898117574645,0.021425864645204917,0.010306901840049327,0.11191035729577431,0.2238480484118592,1562
2012-02-03,1342.54,0.005271896075854331,0.021409638666871865,0.12245546896589493,0.11085064409619552,0.10485327914534404,1533
2012-02-06,1343.46,0.005477725865337991,0.021414774171622162,0.12432781225224018,0.12945669104835125,0.10711576177938623,1486
2012-02-07,1348.53,0.005854725963754553,0.021419855326757734,0.010973707761790174,0.11923876956433313,0.22023447605836197,1539
2012-02-08,1349.56,0.0058921615735535345,0.021467858880933253,0.12466863595896756,0.11333120255741344,0.10414253100730896,1543
2012-02-09,1351.51,0.005426533622332013,0.02136488834998008,0.012421861322835102,0.1157939044741588,0.21800312729487034,1629
2012-02-10,1339.99,0.006123676489960786,0.021308056931063326,0.14108442956384046,0.13267666624695948,0.11159010554514018,1725
2012-02-13,1351.49,0.005989760014320219,0.021384904528437165,0.01581964545728987,0.133327057257151,0.21901179526637754,1688
2012-02-14,1346.4,0.006101877456143336,0.02136016976643947,0.12241206414614217,0.1454074360879965,0.11913280914863453,1689
2012-02-15,1343.91,0.0065629451018707615,0.0215662997925659,0.12122974510214798,0.15578866826881155,0.1259489597662509,1705
2012-02-16,1358.21,0.006356787079038397,0.021517255716393614,0.028273977528376022,0.12962215142544023,0.2164081649945906,1839
2012-02-17,1361.37,0.006114131852322388,0.021460080653819037,0.13119667633768045,0.11920460728221699,0.1077154160906548,1722
2012-02-21,1360.92,0.006007497760855083,0.02147879451796388,0.13309986889656938,0.13194720245644373,0.11077751699471727,1683
2012-02-22,1358.58,0.005963406274462322,0.021508655722115414,0.126887335249867,0.1380023132054554,0.11615240822977407,1678
2012-02-23,1363.05,0.006048033097760501,0.0216459391296799,0.12048941220677832,0.10778334374616558,0.11719848815454682,1649
2012-02-24,1364.98,0.006061455951581661,0.02153929659661359,0.11865362169649199,0.10685289088323557,0.12303434646758463,1641
2012-02-27,1369.87,0.006071831589944534,0.021369151040494475,0.12311069155091271,0.12346074155880837,0.12140214090365757,1627
2012-02-28,1372.31,0.006011972975171441,0.02148409833324372,0.1235278128837491,0.12569082825177708,0.11955118709940286,1653
2012-02-29,1366.17,0.005822017487513665,0.021645536400462875,0.12689836475720898,0.12663976580031588,0.12018356155233936,1628
2012-03-01,1371.29,0.005631691421364121,0.02154632863283038,0.12117564974614473,0.1117962144788607,0.12426185926139141,1631
2012-03-02,1369.23,0.005581874360294115,0.021547290421590218,0.11400851762649103,0.11265629097471755,0.12926058048365482,1632
2012-03-05,1364.0,0.005360946133025209,0.021597383935015646,0.12033279712704666,0.12060440165959069,0.12823780013950548,1633
2012-03-06,1342.58,0.005308046523722986,0.021598560943680803,0.1496374133468596,0.1301003974209687,0.11255824765675221,1793
2012-03-07,1354.03,0.005298481608932791,0.02171502120885076,0.13398223538094037,0.12730927621618846,0.12438975572215652,1714
2012-03-08,1366.98,0.005148118543106638,0.0216696543380453,0.12843780703271784,0.1105345511288903,0.12537665244764645,1638
2012-03-09,1370.82,0.005292226327644662,0.021666851749046354,0.11555646617381168,0.11304310539417073,0.12933452214080063,1611
2012-03-12,1370.14,0.005588693194015996,0.021426938587944335,0.11375620862837613,0.12107951082258839,0.13859541696050012,1644
2012-03-13,1394.16,0.005348358644158625,0.02173071321668618,0.12143974927454897,0.13432721065444458,0.11565562711185608,1685
2012-03-14,1392.77,0.005688196398236199,0.021758190421174915,0.11140308610851739,0.12284429486223766,0.13472302980058776,1686
2012-03-15,1401.6,0.0059644192184830705,0.021740968161868282,0.025354710747686703,0.11154316883270246,0.21913954339042332,1747
2012-03-16,1404.7,0.006038022380360097,0.02171653502447951,0.11583138463276534,0.11690267462475587,0.12299841810089189,1516
2012-03-19,1409.98,0.006032060050562632,0.021723467817816713,0.11665006074703306,0.13339154236213022,0.11135328984057945,1650
2012-03-20,1405.24,0.006010237128843431,0.021728841718430016,0.12268246099228225,0.13549880537684134,0.10743200175241452,1690
2012-03-21,1405.5,0.006090507812231636,0.02164027151449137,0.11865923360489007,0.14035826548354038,0.10098459067975434,1632
2012-03-22,1392.87,0.006035266829891254,0.021682202365214405,0.1261817043692581,0.11793401606771256,0.09204842549164893,1556
2012-03-23,1396.95,0.00592774038779275,0.021651988951063034,0.12054746289450777,0.11770158045939591,0.09316348366400518,1536
2012-03-26,1414.29,0.005830641961490643,0.02165198895106325,0.1123004820286633,0.12305840819340667,0.0995539706783555,1478
2012-03-27,1414.52,0.00560199121550309,0.02175637860728657,0.12133566244068202,0.11226878939520746,0.0935369479249386,1545
2012-03-28,1404.37,0.005652938255600615,0.021786601515665097,0.12149040452009793,0.10284158121021231,0.09285000701825635,1559
2012-03-29,1402.66,0.005560562265373601,0.021699937201702497,0.11779974689446611,0.1137503602132116,0.09610911786275071,1536
2012-03-30,1408.65,0.005496345536191265,0.021704667566863435,0.11910844980393008,0.11796331928167052,0.09536158326796497,1550
2012-04-02,1419.03,0.005538305062979787,0.021750222231267907,0.11440083974746505,0.1197500112870361,0.09820491350482129,1590
2012-04-03,1409.87,0.005702368896911241,0.02187151872234229,0.119036551563567,0.10742316339002281,0.09615916910085624,1561
2012-04-04,1399.78,0.005843835158886264,0.021888377291623164,0.12297571102782286,0.10605388664441229,0.09745502369844282,1499
2012-04-05,1397.82,0.005793269534694374,0.021828356264143263,0.010811847890388488,0.11540003709103175,0.21095214199763615,1616
2012-04-09,1384.53,0.005785933159049897,0.021817749702723533,0.13731588902387729,0.12712396260688905,0.0938336128110975,1588
2012-04-10,1359.74,0.005804777897444657,0.021821222233385403,0.16896432723628343,0.13054863783361,0.07596393352861339,1648
2012-04-11,1367.53,0.005743330672490625,0.021943477648230444,0.15655567300247708,0.12457696371314489,0.07714299865932131,1698
2012-04-12,1386.95,0.005810247913116738,0.021945214263222747,0.13297034574361555,0.1185635703376785,0.09079151261109175,1622
2012-04-13,1373.86,0.0056278789527096215,0.0218660313287087,0.01200275100981112,0.12534291675526507,0.21971866011259372,1586
2012-04-16,1372.21,0.005667995749225799,0.0218510483419879,0.16168482702540932,0.1324859069093208,0.06475942564030573,1613
2012-04-17,1391.21,0.005615676107972858,0.021855391007931914,0.14354525777623028,0.13681804788044283,0.07760944399889014,1496
2012-04-18,1386.83,0.005654706656162571,0.021847762463648362,0.12583905182118568,0.12600635979495106,0.09665148964980486,1535
2012-04-19,1376.33,0.005618044841035499,0.021870752726429042,0.02243785142964479,0.11345263591602883,0.20548984235666967,1535
2012-04-20,1379.17,0.00549292882566425,0.021867697161509134,0.13968353567559344,0.11552071061091282,0.082108018381291,1527
2012-04-23,1367.1,0.0054264664040216,0.02186528548422347,0.1489607093067988,0.11602837760606752,0.08251080034234806,1601
2012-04-24,1371.07,0.005471127613383046,0.02185871223995941,0.14713412116815422,0.11118496599769984,0.08226951393340962,1587
2012-04-25,1389.46,0.005355412513208733,0.021994810341733194,0.12963171836747914,0.10801453859078974,0.09316397313138206,1537
2012-04-26,1399.76,0.005113350521449074,0.021882970601351595,0.12552818533428797,0.09700081807349958,0.09670186506959341,1563
2012-04-27,1403.99,0.00520781327516485,0.021830423356745617,0.1238457616792235,0.10538532812441534,0.09272515673122035,1541
2012-04-30,1397.69,0.005748946262007031,0.021843816040087064,0.1270849353849772,0.1161673410675495,0.0999845885660082,1507
2012-05-01,1408.13,0.005133117900724486,0.021846662181268815,0.11973317656300049,0.11377965654731312,0.10027121665076798,1478
2012-05-02,1402.21,0.005553757981598413,0.021955835369877018,0.011833476057173596,0.10209397227587211,0.21350514423750172,1459
2012-05-03,1391.95,0.005395026150432998,0.02195542442466221,0.13113630114469135,0.11229466840197186,0.0919692158525143,1496
2012-05-04,1371.75,0.004420678757231824,0.02189507837934977,0.14641753566954388,0.1074522514343644,0.08543310962082118,1534
2012-05-07,1371.45,0.004528156050299876,0.021796051148528582,0.146335242156078,0.1199893691855067,0.07750741047790577,1555
2012-05-08,1364.02,0.004813255572350076,0.021917462279009373,0.14749999685912105,0.11491482315406876,0.08016735300291461,1590
2012-05-09,1358.34,0.005119241420038189,0.022230779015945373,0.1657325455911562,0.120612440752319,0.061970782708488464,1592
2012-05-10,1358.18,0.004926801472102707,0.02189265944253335,0.15400415639241136,0.11394629258319014,0.07007973814030646,1639
2012-05-11,1353.74,0.004556226545518595,0.021906035195468822,0.16508815408374503,0.11798438754013163,0.06209535957171361,1631
2012-05-14,1338.82,0.004383541782831226,0.021972400809248525,0.18135159588653027,0.13098638589679096,0.05798699936092275,1653
2012-05-15,1331.01,0.00503908284861897,0.02210015593254966,0.18175571193577042,0.14258699112984474,0.0641369784250557,1567
2012-05-16,1326.26,0.004814059928485065,0.02217488074816913,0.019093650215446317,0.13713829871779806,0.2342206833806593,1666
2012-05-17,1306.51,0.0045123149702407,0.02209476832062982,0.15162295156132663,0.12589052231996103,0.10975392847572221,1938
2012-05-18,1292.43,0.0037249081042399004,0.022021482318421187,0.2116608831803188,0.12524211181153633,0.05869418171502591,1803
2012-05-21,1314.36,0.004059223877803365,0.022034430265754853,0.1802795169488182,0.13354927652267196,0.06925390170914619,1759
2012-05-22,1312.2,0.004340551968071955,0.022043043334549324,0.18621384554087178,0.13044943604759002,0.06462609778181039,1761
2012-05-23,1319.86,0.004479153436088514,0.022075277144369562,0.17167487022347155,0.12692478795755735,0.08019543311086436,1762
2012-05-24,1316.67,0.0046554322350495884,0.022160699256335376,0.17767691820435605,0.12358037142263112,0.07617608850536373,1805
2012-05-25,1317.03,0.004704730499053416,0.021926256741238014,0.1732640479906545,0.1267444097132854,0.07859291013683031,1766
2012-05-29,1332.47,0.004841657819565535,0.021883192095177088,0.15580790200889905,0.14586507812638655,0.09650481733909161,1706
2012-05-30,1314.08,0.0050993353247409876,0.022174675886163144,0.1864885811728578,0.14819564334436539,0.0712148067664081,1761
2012-05-31,1315.63,0.005039401218897979,0.022173527534635116,0.18104074152929878,0.12666126593405605,0.07996428263882549,1850
2012-06-01,1278.15,0.0051788788121695075,0.022157365972068507,0.22025861601201477,0.14204195891503257,0.05700225587657429,1900
2012-06-04,1275.57,0.00531676083020273,0.02213608815473166,0.21088463849388903,0.1412312045358536,0.06803061642688793,1875
2012-06-05,1286.39,0.005274890553403617,0.022150486112921346,0.19477654790423238,0.1387677123387165,0.0722346550216928,1834
2012-06-06,1310.27,0.005511450681067332,0.022379061969294685,0.17184253463802965,0.13599337212708582,0.08731236320932736,1763
2012-06-07,1315.68,0.0067353523679657655,0.022204565927243472,0.15591418476707497,0.12445224687153536,0.08959427742938508,1869
2012-06-08,1323.36,0.0052727388304912364,0.022224287037541934,0.1429322638176232,0.12315699405576874,0.1036949233652339,1889
2012-06-11,1315.73,0.005983496174220041,0.022258193396487293,0.1819792481173679,0.13902151104407406,0.06755394706330461,1785
2012-06-12,1323.38,0.006888938664496004,0.021947190058871687,0.14171007115092585,0.14017095304934848,0.11090670067928718,1889
2012-06-13,1311.92,0.005874551250031549,0.02225401617552804,0.17443603943506564,0.14055069049473232,0.09025695930739164,2082
2012-06-14,1327.74,0.005923549060792077,0.02222800336332446,0.12755404832970066,0.14034137989985626,0.13423438868536305,2052
2012-06-15,1339.99,0.006934354863281342,0.022062148650754676,0.17695610344833929,0.14392182472250156,0.07704034282832573,1867
2012-06-18,1344.47,0.007428011884245578,0.022075267501330847,0.15792115840801468,0.13832475051820128,0.07869130247930772,1974
2012-06-19,1358.8,0.007653604489641577,0.022086904580576057,0.1473017034412416,0.13545954519077064,0.08723307751657638,1883
2012-06-20,1354.26,0.0064300855376660596,0.022017878738986793,0.14418274325698857,0.12483917815988257,0.08462084979073509,1877
2012-06-21,1327.87,0.004960211556269218,0.02212503726745904,0.16706947072822853,0.12198376230072791,0.07308859080740518,1972
2012-06-22,1335.46,0.004243273008504893,0.022127070870497135,0.15083554277186678,0.12209450310773451,0.08071651394444687,1919
2012-06-25,1314.41,0.0052396419918980565,0.022246935151847436,0.1714922704066226,0.12552250573905063,0.06741911366091935,1943
2012-06-26,1323.18,0.006301302307988983,0.022249528813758683,0.16148843487177134,0.1191705724329602,0.07237894593428124,1896
2012-06-27,1333.17,0.005311496694793185,0.02226469724628089,0.16142618025995142,0.11453212572931151,0.07516897161969333,1950
2012-06-28,1324.83,0.004357117487006162,0.022183734006435103,0.16624291243900818,0.11470740604671381,0.06792047946856183,1924
2012-06-29,1358.04,0.004149861829315686,0.022214158379787453,0.13599216100749606,0.10819691430264694,0.09315831496033963,1838
2012-07-02,1363.07,0.003735110650487724,0.022150377317850127,0.1354874651717359,0.10556334601398404,0.09120761169766689,1885
2012-07-03,1370.32,0.0031265468432429013,0.0223468335747373,0.13539298600919192,0.09958110669326356,0.08906237387214813,1911
2012-07-05,1369.35,0.0028760357505616934,0.021997275370644394,0.1358255326137978,0.09889167111932254,0.09545587330591934,1942
2012-07-06,1354.56,0.004349039964869551,0.022287722674949922,0.12960505947555262,0.10544853565274245,0.09592077223175804,1899
2012-07-09,1351.04,0.00446014368756133,0.022299495926629956,0.14508859076495997,0.11232641209041755,0.08133165644964543,1926
2012-07-10,1337.53,0.005253583364041035,0.022279771905181153,0.1537135974203027,0.12125339718746042,0.07494990511200353,1910
2012-07-11,1340.29,0.005257301659378803,0.02239901101146261,0.14869170101473134,0.11301638904443687,0.07715095578183828,1993
2012-07-12,1338.84,0.005168140833246299,0.022314368312320327,0.13811456426121882,0.10750198092356597,0.08404338520989696,1974
2012-07-13,1357.25,0.005264302906579377,0.022319829102511096,0.11734119680651381,0.10484116785076383,0.10060894947015322,1986
2012-07-16,1352.59,0.004772744529117466,0.02231982910251088,0.12428771757634553,0.11249786086122421,0.09277522138473406,1949
2012-07-17,1361.47,0.004813368692247657,0.02228061162593478,0.1188020058915275,0.11235395171501578,0.09848146168688238,1887
2012-07-18,1372.98,0.0047760355082684496,0.022429289878803105,0.09596174068680169,0.1139702384671574,0.12031773107371377,1916
2012-07-19,1376.95,0.005246432818952575,0.022392095639923226,0.09031352509127522,0.10678137647245461,0.12535252813004566,1991
2012-07-20,1363.7,0.005576446065452974,0.022335741513005405,0.12612898827186833,0.10826559689755968,0.09360902252138889,1943
2012-07-23,1351.57,0.005294618735558665,0.02233494580244932,0.14252521940268545,0.13037051986327103,0.09038952827335514,1966
2012-07-24,1335.67,0.005146547520176175,0.02232854989609971,0.16375731439400526,0.13355399854763014,0.07527498259001963,2064
2012-07-25,1336.75,0.004923241759309719,0.022345500258423485,0.15473548522155572,0.12123933053370306,0.08353750430837636,2072
2012-07-26,1361.84,0.004923433663911866,0.02232386881794497,0.13684947882583093,0.11258387554828042,0.09035687261105124,2022
2012-07-27,1387.84,0.005254333266384353,0.022285145055105208,0.12533125586938834,0.11154563044572721,0.09633216179414139,1958
2012-07-30,1384.33,0.005012743429079755,0.022325237133579624,0.1428753894930661,0.11868075306205647,0.08675178302803682,1991
2012-07-31,1381.59,0.004825592786052576,0.022331384428027984,0.14982448723907402,0.12090465169305789,0.0792757671777459,1990
2012-08-01,1379.08,0.004855634911254711,0.02248891099717965,0.1490649108231155,0.11365169154822705,0.07906637739631525,1989
2012-08-02,1363.05,0.005113859029929542,0.02222158060318108,0.13613745404283686,0.1111437802651217,0.09647956923285597,2019
2012-08-03,1389.78,0.0045140973015243635,0.02229212674524265,0.119945998886922,0.10271163853412468,0.0978612351855396,1959
2012-08-06,1397.43,0.004328725493616979,0.022304678067565455,0.11822982448765593,0.107763166731869,0.10032643200640437,1911
2012-08-07,1402.54,0.004273249455237544,0.0221727529307292,0.11472321888177725,0.10235672847634081,0.10190893827585543,1852
2012-08-08,1401.98,0.0042038240844349895,0.022506198268755162,0.013981029882002123,0.09978832711370753,0.20372524781374696,1889
2012-08-09,1403.35,0.00427377113234515,0.02246297231609458,0.09754643277661289,0.09442058768303585,0.11494121418935811,1964
2012-08-10,1404.51,0.004513399997594461,0.022319320850428398,0.09310467212925315,0.09885831554078489,0.11955294478926827,1942
2012-08-13,1403.4,0.0046864562357952595,0.02249354108862236,0.09725667697045567,0.10339007806746178,0.11971784386419168,1912
2012-08-14,1402.3,0.004657401119610807,0.022604675343947965,0.022458612004563876,0.09980074833681227,0.19772995493543252,1946
2012-08-15,1405.73,0.005137061040930145,0.022766995836712475,0.09236609113572646,0.09805095090205895,0.1270767470986155,2068
2012-08-16,1415.45,0.0053024600971252125,0.022548538929894064,0.07533308205130106,0.09945168221423228,0.14381747126847477,2086
2012-08-17,1416.62,0.005076790645433728,0.022495058606858884,0.1125806840344899,0.10067138180783844,0.10323630041989734,1906
2012-08-20,1417.13,0.004998229513657154,0.02251345778235622,0.11267015561990788,0.10542861673930609,0.1050866398448503,1977
2012-08-21,1412.63,0.00492207934885749,0.022556845057068883,0.11689622476589322,0.10477605630630912,0.10661829664640061,1988
2012-08-22,1413.84,0.004471002905977861,0.022608969469160974,0.11927654920012377,0.10636449591709216,0.10471417045985469,2045
2012-08-23,1402.97,0.003930648706553821,0.022484266405551328,0.12724539224046352,0.10609623930497886,0.10248215841156691,2029
2012-08-24,1411.78,0.004484844839215657,0.02261825636433196,0.12001685751551046,0.10476748253957588,0.10130092937967046,2017
2012-08-27,1410.71,0.0040075489812543335,0.022481677180698753,0.12480688676423705,0.11205522862080722,0.10398870045700982,1967
2012-08-28,1410.31,0.004337569170220414,0.0224199248031462,0.12556335458585918,0.10818733026059843,0.1022378016407112,1974
2012-08-29,1412.04,0.004937758975123366,0.02241675967172714,0.13009523795348055,0.11417323774018082,0.10071208519600605,1949
2012-08-30,1402.8,0.005490164594542013,0.022442410588785364,0.13620198776093956,0.11261660600455758,0.09528650134415301,2010
2012-08-31,1404.92,0.004146761402036454,0.022376084086678044,0.13674762894582404,0.11021124410948488,0.09840079092295292,2035
2012-09-04,1405.09,0.0028448982541199397,0.02235165466290631,0.14225933808595045,0.12768177386452004,0.0950752583204981,1993
2012-09-05,1403.96,0.0037982529408756,0.022579502684747715,0.14178627158130677,0.12565486040396287,0.08692170464759555,1960
2012-09-06,1430.15,0.0017355116474033821,0.022490528379655126,0.12366133775930528,0.10399555620060785,0.1085350870591729,1972
2012-09-07,1435.6,-9.174899503295794e-05,0.022501097878728105,0.10941494034783535,0.10221641475897977,0.11250689932603893,1993
2012-09-10,1430.34,0.0009138507983212517,0.022541523087464713,0.12815647148657042,0.12470218712622563,0.09386093920912772,1872
2012-09-11,1433.03,0.001727237964063281,0.022486169030505813,0.1296491062452568,0.1320594898928062,0.09541732213470941,1946
2012-09-12,1435.87,0.002474487810560335,0.022404222108278228,0.13568658877428863,0.13539740315802315,0.09075792174560049,1925
2012-09-13,1461.16,0.003504752582159252,0.022534103866481824,0.11634346872010472,0.1056759187083331,0.09298006845705618,1890
2012-09-14,1463.95,0.0033586238123411083,0.02236357064868345,0.11346747787633901,0.10220308536010703,0.10136281740882477,1915
2012-09-17,1459.27,0.0036774291909548147,0.02239272602946853,0.11479989552578208,0.11380924764753525,0.10560179632491783,1948
2012-09-18,1457.59,0.003973497099805716,0.022403110431551396,0.09433561431757416,0.12036484510022871,0.12302281952378098,1940
2012-09-19,1463.54,0.004061892307042936,0.022388866558358006,0.0825045322393971,0.12830782756858405,0.12625748494603714,1867
2012-09-20,1459.21,0.0035056990261539567,0.022499549362002196,0.06879796428810478,0.11223089411690379,0.14483132342818608,2042
2012-09-21,1461.45,0.003019646599365908,0.022498221667779122,0.10311281922355799,0.11405036813348923,0.11669774392153763,1913
2012-09-24,1458.44,0.0033409026987815463,0.02237008837673664,0.10298800248148356,0.12323891902927467,0.10951268518673309,1905
2012-09-25,1444.25,0.003302198314337507,0.02248000122899321,0.11445558656980488,0.1277637554903885,0.0966618909759797,1932
2012-09-26,1434.11,0.0032552809599994395,0.022675590682894327,0.12635379875886346,0.14982174386831357,0.09209755168724018,2021
2012-09-27,1448.15,0.0032777405030825282,0.0224966811329128,0.11070747853939722,0.10574515041445504,0.10467178413137199,2039
2012-09-28,1440.09,0.0035511717519571694,0.022449659585345217,0.11629408902297522,0.11268961595797441,0.10024890661483302,1980
2012-10-01,1443.2,0.0038046715521212436,0.022487390758955103,0.12208834989000635,0.11786429715985527,0.09967982476779423,2044
2012-10-02,1443.82,0.003945302179490417,0.02250292397282017,0.11915119496285807,0.1264951235751679,0.10125040066329898,2014
2012-10-03,1450.74,0.003940377312725514,0.022593524224589347,0.11526195956580836,0.09970133060566813,0.09877495857887279,2026
2012-10-04,1460.69,0.00410803125592373,0.022110790536882405,0.11124820740264109,0.09836034456754902,0.10446815798415547,2006
2012-10-05,1457.64,0.004098601847459473,0.02234435568141429,0.10662841475567861,0.09336048181590678,0.10288653495127636,2040
2012-10-08,1456.13,0.003992153237244781,0.022310917898807854,0.11329576448600559,0.11643995363891699,0.09330229235509765,2063
2012-10-09,1442.78,0.004132939433734219,0.022335236567169004,0.1254482476516626,0.12462788133312386,0.08932048656370548,2181
2012-10-10,1432.69,0.00435565409952652,0.02239588352416629,0.12451655335244638,0.11822738392991217,0.0865385064485373,2139
2012-10-11,1434.44,0.004040948320880843,0.022411460148040217,0.11746934720596862,0.10672661577165124,0.08760889454356414,2114
2012-10-12,1428.44,0.004326828891525519,0.022348134541662762,0.11664589351610734,0.11188451882794898,0.089194739148295,2064
2012-10-15,1438.37,0.004650805647194175,0.022351583618131204,0.11227008647171408,0.12123934806579065,0.09181984348674255,2085
2012-10-16,1454.22,0.004712477900924656,0.022318820500531265,0.10282108103234511,0.11569123004829308,0.09735567683655025,2040
2012-10-17,1461.87,0.00503682559550833,0.02243417558580552,0.09511920014875072,0.12100792992058651,0.10519170754487922,2027
2012-10-18,1458.03,0.005259992516033537,0.022386603211765027,0.06700886621204502,0.10981484725869738,0.13652776699135066,2115
2012-10-19,1433.95,0.005320048613874086,0.022379753907020503,0.1266300102783691,0.13235091285397038,0.08916491535986029,2079
2012-10-22,1428.04,0.0052582198948019215,0.022375354398627405,0.13183184336794265,0.13658560984585494,0.0834949011227332,2111
2012-10-23,1412.14,0.00494379334224502,0.02236507823684838,0.15117440446373168,0.14125545453935132,0.0715973341747824,2164
2012-10-24,1407.76,0.004590537604205101,0.022370002189748498,0.14604686946486076,0.12983840880019326,0.07295939554740075,2211
2012-10-25,1411.08,0.004639923468358066,0.02237929038147642,0.14759977295590954,0.11694030905811784,0.0691901173190318,2254
2012-10-26,1413.7,0.004346011883236636,0.022326389796637886,0.13942929785669766,0.11016370852784271,0.07740004800570033,2208
2012-10-31,1413.09,0.004195908941021772,0.02242760207347998,0.15037774239788237,0.11309754386313958,0.06956432915916483,2133
2012-11-01,1425.88,0.004313415935342663,0.022497219195606242,0.1345584367799845,0.1042597187680867,0.07692487070320594,2133
2012-11-02,1415.87,0.004321481420435034,0.02250830456705016,0.14051573714661988,0.10595177849669626,0.07339041311499733,2194
2012-11-05,1418.37,0.004939188951636845,0.02259552943409355,0.15382752799366314,0.1226258305875397,0.06000385438696737,2172
2012-11-06,1427.11,0.004684461462268513,0.0224396019902886,0.15205645363410614,0.11319712167930382,0.055287118767440024,2130
2012-11-07,1400.61,0.004471309382388667,0.023316462632827672,0.15851355753589788,0.12866576877386737,0.058278719186685674,2232
2012-11-08,1381.64,0.0044917376863093,0.023253897008824933,0.14663855453208233,0.11055544518292792,0.07306608056993805,2328
2012-11-09,1382.37,0.0045744017798363505,0.02271208996358453,0.14900909715936672,0.11341742907099842,0.07205965655426166,2362
2012-11-12,1381.23,0.00496887110901162,0.022620175239994555,0.1399681477981415,0.11108266407454692,0.07344238407355061,2286
2012-11-13,1375.85,0.004415582826077792,0.022811038251429116,0.13985691570677677,0.10349718164264027,0.07393584932938724,2317
2012-11-14,1355.89,0.00408793151422507,0.023212791942849115,0.1483535169713188,0.0977210326243651,0.07329951210449662,2373
2012-11-15,1352.87,0.004279463454875685,0.023293384552133166,0.09073889402140183,0.09523054855761404,0.13142273190648218,2433
2012-11-16,1361.67,0.004526974527121555,0.023200564589655442,0.14253459497170257,0.09993713544966842,0.07901575605769029,2251
2012-11-19,1382.55,0.004294805043040816,0.023028630004661224,0.13011657521917397,0.09545184826225603,0.08022416177046765,2182
2012-11-20,1384.54,0.004182051668984044,0.023094811416416915,0.12704387503046816,0.10863127621743218,0.08268848660765996,2146
2012-11-21,1390.41,0.004339563558405985,0.023050863475001928,0.12677391091945256,0.1019769953831712,0.0802096385275265,2097
2012-11-23,1405.2,0.0048371315642115765,0.023079769580520996,0.12203731216603625,0.11022002969799619,0.08249197648953005,1982
2012-11-26,1403.77,0.0051276500587591105,0.02302235636986418,0.12613031893073534,0.11698269450128812,0.07891738418591548,2004
2012-11-27,1400.27,0.004744727717699683,0.023079539155624797,0.12887267188077178,0.1084356464028568,0.0783047373295837,1985
2012-11-28,1408.4,0.004872356999661634,0.023229697249932065,0.1281382173084698,0.10134387346737414,0.07546128087734028,2008
2012-11-29,1417.18,0.0052197263437922335,0.023270418361241177,0.12304154824747511,0.0930913382736547,0.0802813528845429,1972
2012-11-30,1414.3,0.0051889634244148865,0.022917194657356834,0.13086505421554465,0.10324298630424911,0.077543667932051,2003
